Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Station,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Admin_Email,Admin_Phone,Uptime_Pct,Is_Healthy
Station1_LOG00694,SRV031,CL-7,2025-08-01 14:26:00,82.06,56.77,54.15,28.07,5.32,750.75,4.48,Station1,host-031,10.0.74.72,Linux,London,Bob,bob@xyzcorp.com,+1-202-691-4215,99.40680322550746,False
Station1_LOG00695,SRV023,CL-1,2025-08-01 09:55:00,63.0,69.33,57.66,2.2,9.05,148.88,6.73,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,95.67508514876937,True
Station1_LOG00696,SRV013,CL-2,2025-08-02 21:37:00,85.41,26.71,11.83,27.35,21.08,526.38,0.63,Station1,host-013,10.0.95.98,Linux,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.88045767632492,False
Station1_LOG00697,SRV014,CL-10,2025-08-02 12:18:00,27.84,55.91,11.96,12.04,24.49,467.63,8.94,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,98.12409509620832,True
Station1_LOG00698,SRV041,CL-10,2025-08-02 15:12:00,22.09,66.43,43.72,24.25,18.38,814.12,7.89,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.04015766231554,True
Station1_LOG00699,SRV035,CL-6,2025-08-01 11:54:00,18.76,31.11,24.15,22.2,6.62,896.77,9.22,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,98.98232872327509,True
Station1_LOG00700,SRV023,CL-1,2025-08-01 23:29:00,47.34,46.64,47.8,26.57,21.57,645.17,5.87,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,99.09836569181617,True
Station1_LOG00701,SRV071,CL-2,2025-08-01 22:29:00,66.75,55.07,73.78,19.14,13.22,107.49,6.07,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,94.65480803099683,True
Station1_LOG00702,SRV063,CL-10,2025-08-01 22:24:00,53.35,24.94,45.84,7.77,22.93,132.51,8.26,Station1,host-063,10.0.167.228,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,94.13227250124316,True
Station1_LOG00703,SRV063,CL-10,2025-08-01 20:06:00,80.06,69.32,24.83,16.43,17.3,528.89,1.31,Station1,host-063,10.0.167.228,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,99.7529234251226,False
Station1_LOG00704,SRV089,CL-1,2025-08-02 07:46:00,32.47,55.91,32.05,10.87,1.31,588.8,2.07,Station1,host-089,10.0.225.14,Windows,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.64966913195795,True
Station1_LOG00705,SRV017,CL-6,2025-08-02 20:24:00,41.55,79.31,43.51,3.05,8.8,490.55,2.02,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.58990600320767,True
Station1_LOG00706,SRV084,CL-9,2025-08-01 00:58:00,12.41,77.39,79.32,24.59,6.97,403.67,3.71,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.08930237125043,True
Station1_LOG00707,SRV012,CL-3,2025-08-02 05:33:00,44.54,21.06,51.38,28.02,16.26,529.21,2.49,Station1,host-012,10.0.183.117,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.53169080308444,True
Station1_LOG00708,SRV048,CL-9,2025-08-01 21:34:00,58.11,78.98,29.84,2.26,11.7,772.89,5.33,Station1,host-048,10.0.64.1,Linux,Frankfurt,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.31510369818302,True
Station1_LOG00709,SRV034,CL-6,2025-08-02 22:02:00,65.01,40.57,51.75,17.96,21.55,683.06,1.97,Station1,host-034,10.0.70.112,Linux,Singapore,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.71242135380932,True
Station1_LOG00710,SRV017,CL-6,2025-08-02 06:12:00,21.19,88.88,79.93,20.94,22.76,511.11,2.79,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.45709281961473,False
Station1_LOG00711,SRV011,CL-7,2025-08-02 08:58:00,38.49,68.19,59.36,6.99,19.66,499.64,9.74,Station1,host-011,10.0.220.226,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,98.0878715300954,True
Station1_LOG00712,SRV029,CL-2,2025-08-02 08:47:00,77.15,39.3,23.19,16.71,18.49,704.94,5.36,Station1,host-029,10.0.94.201,Windows,Mumbai,George,george@xyzcorp.com,+1-202-749-4405,99.24538927213852,True
Station1_LOG00713,SRV031,CL-7,2025-08-01 15:03:00,14.51,69.01,68.98,20.23,4.21,262.85,5.19,Station1,host-031,10.0.74.72,Linux,London,Bob,bob@xyzcorp.com,+1-202-691-4215,98.0637218325623,True
Station1_LOG00714,SRV082,CL-10,2025-08-02 23:48:00,13.45,89.88,60.45,17.54,8.24,548.77,5.02,Station1,host-082,10.0.237.227,Windows,New York,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.09351920403041,False
Station1_LOG00715,SRV001,CL-8,2025-08-02 20:01:00,52.39,23.63,35.25,17.4,3.89,343.97,9.94,Station1,host-001,10.0.186.8,Windows,London,George,george@xyzcorp.com,+1-202-749-4405,97.19137633861716,True
Station1_LOG00716,SRV050,CL-1,2025-08-02 18:34:00,23.88,36.11,28.61,3.93,11.06,548.23,2.87,Station1,host-050,10.0.187.128,Linux,Singapore,Alice,alice@xyzcorp.com,+1-202-531-6896,99.47922337143893,True
Station1_LOG00717,SRV014,CL-10,2025-08-02 22:14:00,76.1,54.23,31.77,4.94,15.19,334.24,7.25,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,97.87695100881432,True
Station1_LOG00718,SRV014,CL-10,2025-08-01 08:00:00,66.64,58.72,8.16,9.42,8.56,530.71,5.82,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,98.9152517100628,True
Station1_LOG00719,SRV054,CL-9,2025-08-02 00:59:00,35.12,62.95,30.29,23.86,18.46,583.98,7.71,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.69695279622775,True
Station1_LOG00720,SRV094,CL-8,2025-08-02 18:23:00,43.96,81.46,18.79,9.6,4.85,970.0,9.91,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,ethan@xyzcorp.com,+1-202-853-1213,98.98868263411946,False
Station1_LOG00721,SRV008,CL-1,2025-08-02 19:06:00,25.67,55.91,73.79,26.25,7.25,507.5,4.37,Station1,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,99.14626760700959,True
Station1_LOG00722,SRV081,CL-4,2025-08-02 21:39:00,65.37,69.72,78.84,23.58,7.31,177.57,5.59,Station1,host-081,10.0.91.217,Windows,London,Ethan,ethan@xyzcorp.com,+1-202-853-1213,96.9480235859358,True
Station1_LOG00723,SRV084,CL-9,2025-08-01 13:57:00,30.81,55.91,33.24,7.31,10.23,947.63,0.51,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.94621047524627,True
Station1_LOG00724,SRV023,CL-1,2025-08-01 06:15:00,77.21,29.32,23.1,3.45,19.36,536.73,1.11,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,99.79361892012494,True
Station1_LOG00725,SRV036,CL-9,2025-08-01 06:02:00,75.27,42.76,32.31,12.63,17.92,843.42,0.51,Station1,host-036,10.0.83.37,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,99.93956844762006,True
Station1_LOG00726,SRV005,CL-3,2025-08-01 10:30:00,16.73,37.62,12.67,18.95,11.35,741.01,3.98,Station1,host-005,10.0.39.146,Windows,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,99.46576464113612,True
Station1_LOG00727,SRV048,CL-9,2025-08-02 05:31:00,60.85,29.87,45.41,1.26,14.93,604.93,0.23,Station1,host-048,10.0.64.1,Linux,Frankfurt,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.96199352237424,True
Station1_LOG00728,SRV010,CL-4,2025-08-01 15:16:00,93.55,55.91,25.42,22.6,4.79,535.87,9.15,Station1,host-010,10.0.44.34,Linux,London,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.32116252614583,False
Station1_LOG00729,SRV029,CL-2,2025-08-02 15:04:00,86.31,25.78,12.07,28.29,17.0,588.77,9.75,Station1,host-029,10.0.94.201,Windows,Mumbai,George,george@xyzcorp.com,+1-202-749-4405,98.37098175499565,False
Station1_LOG00730,SRV027,CL-7,2025-08-02 03:13:00,92.89,27.62,37.8,21.54,3.25,417.43,5.29,Station1,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,98.74858062074185,False
Station1_LOG00731,SRV036,CL-9,2025-08-01 02:03:00,16.81,86.6,31.58,26.48,6.3,822.76,0.29,Station1,host-036,10.0.83.37,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,99.96476520260009,False
Station1_LOG00732,SRV043,CL-8,2025-08-02 09:51:00,31.59,37.96,78.09,14.56,20.58,797.97,3.33,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.58442530887308,True
Station1_LOG00733,SRV081,CL-4,2025-08-02 21:51:00,49.56,51.06,11.63,14.77,1.68,419.64,3.15,Station1,host-081,10.0.91.217,Windows,London,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.25494926559286,True
Station1_LOG00734,SRV082,CL-10,2025-08-02 16:46:00,31.36,32.89,13.92,2.48,20.85,674.78,7.47,Station1,host-082,10.0.237.227,Windows,New York,Ethan,ethan@xyzcorp.com,+1-202-853-1213,98.9050934408208,True
Station1_LOG00735,SRV045,CL-2,2025-08-01 04:29:00,42.18,25.75,41.525000000000006,2.08,0.52,619.72,1.58,Station1,host-045,10.0.248.214,Linux,New York,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.74569451150812,True
Station1_LOG00736,SRV008,CL-1,2025-08-01 13:09:00,45.54,44.64,53.01,23.58,7.62,727.94,9.55,Station1,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,98.7050671873517,True
Station1_LOG00737,SRV086,CL-4,2025-08-01 18:43:00,18.62,59.25,48.36,27.9,14.2,343.46,2.98,Station1,host-086,10.0.41.192,Linux,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.13982219143286,True
Station1_LOG00738,SRV074,CL-3,2025-08-02 09:23:00,65.9,34.63,17.77,25.45,24.26,629.05,2.61,Station1,host-074,10.0.246.17,Windows,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.58680302694486,True
Station1_LOG00739,SRV094,CL-8,2025-08-02 08:44:00,84.74,32.96,55.1,23.35,12.93,630.73,6.23,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.02191660386838,False
Station1_LOG00740,SRV001,CL-8,2025-08-02 11:00:00,17.84,67.47,76.08,28.37,16.23,212.95,5.03,Station1,host-001,10.0.186.8,Windows,London,George,george@xyzcorp.com,+1-202-749-4405,97.69244884851821,True
Station1_LOG00741,SRV045,CL-2,2025-08-01 02:07:00,87.18,31.47,30.54,20.1,16.91,946.16,4.1,Station1,host-045,10.0.248.214,Linux,New York,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.56853913665734,False
Station1_LOG00742,SRV017,CL-6,2025-08-02 01:55:00,33.63,77.02,65.96,3.93,23.44,967.81,2.45,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.74749036340775,True
Station1_LOG00743,SRV040,CL-6,2025-08-02 22:03:00,47.01,63.12,21.66,12.16,12.74,487.15,4.03,Station1,host-040,10.0.135.185,Windows,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,99.17952685369926,True
Station1_LOG00744,SRV040,CL-6,2025-08-02 22:53:00,83.56,60.57,50.16,18.08,8.38,270.59,6.81,Station1,host-040,10.0.135.185,Windows,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,97.54506128334535,False
Station1_LOG00745,SRV094,CL-8,2025-08-02 15:58:00,22.87,33.92,41.525000000000006,19.4,3.73,374.7,1.85,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.50869738414553,True
Station1_LOG00746,SRV077,CL-1,2025-08-01 18:46:00,67.7,65.89,26.66,10.37,3.28,729.78,4.35,Station1,host-077,10.0.30.24,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,99.40746189367006,True
Station1_LOG00747,SRV001,CL-8,2025-08-01 12:22:00,53.48,28.5,66.61,11.94,9.66,680.25,7.19,Station1,host-001,10.0.186.8,Windows,London,George,george@xyzcorp.com,+1-202-749-4405,98.95409053881066,True
Station1_LOG00748,SRV006,CL-4,2025-08-01 11:30:00,67.03,75.92,13.14,1.45,23.42,887.01,3.17,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,99.64389224651194,True
Station1_LOG00749,SRV031,CL-7,2025-08-01 14:31:00,58.99,76.44,6.63,8.06,19.1,806.38,5.56,Station1,host-031,10.0.74.72,Linux,London,Bob,bob@xyzcorp.com,+1-202-691-4215,99.31522033647808,True
Station1_LOG00750,SRV008,CL-1,2025-08-02 20:47:00,43.21,78.09,33.39,1.24,8.79,334.28,7.78,Station1,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,97.72554522598375,True
Station1_LOG00751,SRV010,CL-4,2025-08-01 16:44:00,29.91,67.74,43.57,29.5,17.59,784.77,9.17,Station1,host-010,10.0.44.34,Linux,London,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.84500088167873,True
Station1_LOG00752,SRV056,CL-4,2025-08-01 09:27:00,70.42,77.56,36.57,17.31,15.53,566.9,0.97,Station1,host-056,10.0.140.244,Windows,New York,George,george@xyzcorp.com,+1-202-749-4405,99.82918625741807,True
Station1_LOG00753,SRV031,CL-7,2025-08-02 22:05:00,71.69,47.83,37.59,6.51,3.49,222.52,2.63,Station1,host-031,10.0.74.72,Linux,London,Bob,bob@xyzcorp.com,+1-202-691-4215,98.8318898512103,True
Station1_LOG00754,SRV012,CL-3,2025-08-02 10:27:00,30.57,32.18,59.81,12.57,1.87,867.31,6.57,Station1,host-012,10.0.183.117,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.24818052821898,True
Station1_LOG00755,SRV050,CL-1,2025-08-01 12:36:00,44.32,50.64,60.88,16.22,24.67,442.37,8.32,Station1,host-050,10.0.187.128,Linux,Singapore,Alice,alice@xyzcorp.com,+1-202-531-6896,98.15394173378597,True
Station1_LOG00756,SRV008,CL-1,2025-08-01 10:42:00,42.19,55.91,34.36,15.66,13.11,783.18,6.63,Station1,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,99.16055760246135,True
Station1_LOG00757,SRV070,CL-1,2025-08-01 13:52:00,40.2,24.6,56.69,5.66,20.53,390.83,6.83,Station1,host-070,10.0.46.35,Linux,Singapore,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.28245234622543,True
Station1_LOG00758,SRV020,CL-9,2025-08-01 00:39:00,28.94,43.34,23.91,2.34,6.96,979.45,9.45,Station1,host-020,10.0.236.93,Windows,London,Bob,bob@xyzcorp.com,+1-202-691-4215,99.0443927596319,True
Station1_LOG00759,SRV056,CL-4,2025-08-02 15:35:00,78.45,59.22,41.525000000000006,2.75,17.4,708.03,7.26,Station1,host-056,10.0.140.244,Windows,New York,George,george@xyzcorp.com,+1-202-749-4405,98.98502705196493,True
Station1_LOG00760,SRV081,CL-4,2025-08-02 18:01:00,19.86,32.7,20.73,5.22,4.96,584.5,0.45,Station1,host-081,10.0.91.217,Windows,London,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.92307034789297,True
Station1_LOG00761,SRV063,CL-10,2025-08-02 06:29:00,57.55,83.91,17.62,27.74,22.24,244.9,7.63,Station1,host-063,10.0.167.228,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,96.97857680275611,False
Station1_LOG00762,SRV014,CL-10,2025-08-01 03:58:00,74.53,56.65,50.63,4.67,4.95,450.67,4.72,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,98.96352576912096,True
Station1_LOG00763,SRV023,CL-1,2025-08-01 02:40:00,80.32,54.86,9.44,10.08,9.43,677.64,0.64,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,99.90564368697294,False
Station1_LOG00764,SRV017,CL-6,2025-08-01 04:13:00,35.54,88.06,33.57,21.69,10.94,180.59,1.2,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.33989768414105,False
Station1_LOG00765,SRV063,CL-10,2025-08-02 03:19:00,65.65,23.38,22.16,28.49,0.86,212.63,9.7,Station1,host-063,10.0.167.228,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,95.63711599874061,True
Station1_LOG00766,SRV056,CL-4,2025-08-02 23:42:00,36.41,22.71,62.92,19.4,5.01,307.39,1.18,Station1,host-056,10.0.140.244,Windows,New York,George,george@xyzcorp.com,+1-202-749-4405,99.61759082217972,True
Station1_LOG00767,SRV031,CL-7,2025-08-02 12:41:00,46.63,24.19,15.1,13.9,14.93,457.22,2.37,Station1,host-031,10.0.74.72,Linux,London,Bob,bob@xyzcorp.com,+1-202-691-4215,99.4843229835288,True
Station1_LOG00768,SRV016,CL-2,2025-08-02 19:48:00,43.09,52.03,61.87,15.92,18.21,827.79,3.59,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.56818783227885,True
Station1_LOG00769,SRV071,CL-2,2025-08-01 09:50:00,88.85,55.91,45.96,4.06,17.88,159.01,5.92,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,96.4105984357,False
Station1_LOG00770,SRV097,CL-3,2025-08-02 12:08:00,35.84,61.14,67.06,8.38,2.75,302.29,8.58,Station1,host-097,10.0.44.225,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,97.24000386013446,True
Station1_LOG00771,SRV023,CL-1,2025-08-01 14:25:00,72.64,55.91,31.8,20.67,16.02,334.28,2.1,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,99.37570604673286,True
Station1_LOG00772,SRV011,CL-7,2025-08-02 05:45:00,62.1,60.7,37.85,2.1,16.71,566.89,4.86,Station1,host-011,10.0.220.226,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.14997813729777,True
Station1_LOG00773,SRV035,CL-6,2025-08-01 16:50:00,53.98,35.88,28.1,27.49,14.06,590.91,3.55,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.40281936547456,True
Station1_LOG00774,SRV017,CL-6,2025-08-02 06:09:00,59.92,31.25,19.89,5.63,19.73,134.59,7.39,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,94.79504155514861,True
Station1_LOG00775,SRV014,CL-10,2025-08-02 20:34:00,36.19,56.5,29.43,6.61,21.23,657.72,4.24,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.35947791407335,True
Station1_LOG00776,SRV086,CL-4,2025-08-01 11:27:00,83.75,71.64,9.13,8.34,11.79,322.01,6.11,Station1,host-086,10.0.41.192,Linux,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.1378763866878,False
Station1_LOG00777,SRV054,CL-9,2025-08-01 06:33:00,66.62,66.93,41.525000000000006,12.23,12.74,371.02,2.29,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.38656880340734,True
Station1_LOG00778,SRV073,CL-3,2025-08-02 14:58:00,70.35,28.28,61.53,12.19,13.82,788.17,0.69,Station1,host-073,10.0.191.2,Linux,New York,George,george@xyzcorp.com,+1-202-749-4405,99.91253200821438,True
Station1_LOG00779,SRV005,CL-3,2025-08-01 19:58:00,92.62,69.24,32.91,22.47,23.72,396.99,0.27,Station1,host-005,10.0.39.146,Windows,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,99.93203443588583,False
Station1_LOG00780,SRV026,CL-2,2025-08-01 14:34:00,40.02,58.81,68.27,3.22,1.15,369.68,4.67,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.75250434085748,True
Station1_LOG00781,SRV012,CL-3,2025-08-02 06:12:00,12.97,46.9,42.47,22.31,10.65,981.4,0.21,Station1,host-012,10.0.183.117,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.97860657491265,True
Station1_LOG00782,SRV084,CL-9,2025-08-01 14:37:00,66.28,32.82,6.69,16.11,16.77,490.51,3.14,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.36392180694824,True
Station1_LOG00783,SRV086,CL-4,2025-08-01 15:51:00,32.26,68.08,55.18,15.1,5.57,644.43,9.83,Station1,host-086,10.0.41.192,Linux,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.49753920459754,True
Station1_LOG00784,SRV040,CL-6,2025-08-02 18:27:00,33.37,40.65,76.13,17.34,10.31,401.84,3.37,Station1,host-040,10.0.135.185,Windows,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,99.16833246958367,True
Station1_LOG00785,SRV094,CL-8,2025-08-01 23:04:00,65.62,55.91,5.45,7.14,15.86,343.0,0.05,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.98542486518,True
Station1_LOG00786,SRV096,CL-4,2025-08-01 08:22:00,62.82,66.28,26.86,21.85,14.46,326.0,8.82,Station1,host-096,10.0.247.66,Windows,Frankfurt,Diana,diana@xyzcorp.com,+1-202-789-3073,97.36574876052805,True
Station1_LOG00787,SRV091,CL-2,2025-08-01 23:07:00,66.43,36.36,32.64,9.59,4.29,981.37,2.22,Station1,host-091,10.0.22.9,Windows,London,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.77429620065271,True
Station1_LOG00788,SRV016,CL-2,2025-08-01 06:11:00,10.28,41.55,59.75,8.27,22.02,431.15,6.85,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.43607305936072,True
Station1_LOG00789,SRV077,CL-1,2025-08-02 04:06:00,14.29,23.36,69.37,22.55,9.35,556.06,2.37,Station1,host-077,10.0.30.24,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,99.57559586698423,True
Station1_LOG00790,SRV043,CL-8,2025-08-02 00:57:00,21.92,55.91,60.98,6.27,6.1,470.35,8.02,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,98.3234734619646,True
Station1_LOG00791,SRV013,CL-2,2025-08-01 18:06:00,64.82,55.91,49.57,23.89,9.32,675.64,4.16,Station1,host-013,10.0.95.98,Linux,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.38805531038541,True
Station1_LOG00792,SRV054,CL-9,2025-08-01 04:39:00,91.77,79.33,66.91,24.93,16.14,578.69,8.29,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.58768612218475,False
Station1_LOG00793,SRV081,CL-4,2025-08-01 07:31:00,65.66,81.85,17.33,19.08,11.04,706.55,9.87,Station1,host-081,10.0.91.217,Windows,London,Ethan,ethan@xyzcorp.com,+1-202-853-1213,98.6223165182435,False
Station1_LOG00794,SRV097,CL-3,2025-08-01 12:25:00,62.21,58.14,76.32,26.66,6.33,749.03,0.94,Station1,host-097,10.0.44.225,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,99.87466165313279,True
Station1_LOG00795,SRV028,CL-2,2025-08-02 17:19:00,86.64,37.68,79.76,16.88,2.5,497.79,9.19,Station1,host-028,10.0.151.99,Linux,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,98.1873052191408,False
Station1_LOG00796,SRV054,CL-9,2025-08-02 04:49:00,25.35,55.91,76.72,16.89,1.62,834.18,4.92,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.41365749016803,True
Station1_LOG00797,SRV027,CL-7,2025-08-01 02:36:00,51.7,23.02,74.86,3.86,4.19,830.28,3.34,Station1,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.59933782778724,True
Station1_LOG00798,SRV096,CL-4,2025-08-02 04:15:00,17.43,24.76,46.76,24.19,6.12,832.68,3.37,Station1,host-096,10.0.247.66,Windows,Frankfurt,Diana,diana@xyzcorp.com,+1-202-789-3073,99.59691406016387,True
Station1_LOG00799,SRV011,CL-7,2025-08-01 20:49:00,36.08,87.14,31.52,22.19,12.74,735.57,3.93,Station1,host-011,10.0.220.226,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.4685598377282,False
Station1_LOG00800,SRV078,CL-1,2025-08-02 16:59:00,36.29,62.97,78.1,16.49,2.9,264.38,3.05,Station1,host-078,10.0.59.148,Linux,Singapore,George,george@xyzcorp.com,+1-202-749-4405,98.85951463934487,True
Station1_LOG00801,SRV006,CL-4,2025-08-02 22:51:00,72.53,31.13,33.5,25.74,7.75,416.43,8.53,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,97.99275225903615,True
Station1_LOG00802,SRV017,CL-6,2025-08-02 13:26:00,76.38,66.23,64.43,3.59,18.68,452.72,5.82,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,98.730754132682,True
Station1_LOG00803,SRV012,CL-3,2025-08-02 09:56:00,55.98,68.59,69.65,1.7,5.22,847.26,1.23,Station1,host-012,10.0.183.117,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.85503659442068,True
Station1_LOG00804,SRV010,CL-4,2025-08-01 21:05:00,50.31,41.79,6.92,16.1,23.49,605.54,5.52,Station1,host-010,10.0.44.34,Linux,London,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.09665171996204,True
Station1_LOG00805,SRV036,CL-9,2025-08-02 01:21:00,17.61,34.89,41.525000000000006,22.72,4.61,258.79,0.88,Station1,host-036,10.0.83.37,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,99.66110832980321,True
Station1_LOG00806,SRV006,CL-4,2025-08-01 15:26:00,19.01,85.09,61.74,3.62,3.46,496.06,5.07,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,98.98828647257199,False
